Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:83300200


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
83300200;1;01/03/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83300200;1;01/02/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83300200;1;01/01/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83300200;2;01/12/2023;;1;1;"548,75";"55,78";"230,17";1;31;1;1;1;;;"548,7539";"495,9675";"414,6986";"374,4176";"406,059";"397,4702";"398,694";"420,9006";"391,3666";"352,9361";"332,9761";"328,3269";"275,0963";"220,4277";"147,5233";"110,0112";"119,5377";"110,8681";"97,3834";"86,7944";"82,0233";"74,2413";"126,6021";"169,3051";"165,4574";"131,0741";"95,7324";"75,7803";"67,4257";"61,5237";"55,7752";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/11/2023;;1;1;"2247,05";"425,88";"760,67";18;13;1;1;2;;;"768,7925";"739,8416";"713,4302";"883,1478";"834,7682";"750,1208";"612,3461";"534,0903";"471,4214";"456,0986";"445,9621";"432,1284";"425,8806";"449,7559";"451,0225";"852,2113";"1865,026";"2247,0522";"1811,4174";"1329,7865";"887,6099";"564,8759";"536,7482";"490,7711";"470,1392";"451,0225";"437,1449";"457,3702";"791,9088";"658,0917";;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/10/2023;;1;1;"1887,32";"231,93";"831,61";13;3;1;1;1;;;"298,5565";"276,2012";"231,9319";"456,0986";"828,2711";"667,8182";"839,113";"1210,6991";"1628,1426";"1539,9835";"1392,6936";"1637,0864";"1887,3152";"1554,5153";"1276,2056";"1002,6169";"1091,9832";"889,8448";"735,7487";"599,2979";"507,7145";"463,7425";"413,4613";"440,9177";"415,937";"413,4613";"399,9189";"435,8892";"772,9714";"675,6482";"796,1465";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/09/2023;;1;1;"401,14";"54,36";"161,04";27;1;1;;1;;;"54,3628";"55,0677";"87,5968";"294,0469";"275,0963";"272,89";"258,6706";"137,4067";"116,9178";"117,7893";"104,9088";"90,8269";"85,994";"157,8366";"124,8255";"92,4541";"78,8847";"71,1896";"103,2231";"194,9001";"131,0741";"103,2231";"104,065";"99,0423";"91,6395";"180,9937";"401,1449";"387,7172";"303,0851";"254,3382";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/08/2023;;1;1;"250,03";"54,36";"111,8";12;7;1;1;1;;;"78,8847";"71,1896";"65,1949";"61,5237";"57,9125";"55,0677";"54,3628";"60,7966";"70,4323";"99,8746";"137,4067";"250,0262";"232,9857";"187,9111";"159,7324";"149,384";"132,8749";"123,0558";"113,4499";"107,4516";"99,8746";"90,0163";"84,3995";"85,994";"151,2512";"149,384";"139,2311";"124,8255";"112,5875";"83,6053";"75,0097";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/07/2023;;1;1;"691,44";"49,48";"189,54";13;7;1;1;1;;;"68,1739";"65,1949";"59,3497";"56,4851";"54,3628";"51,6622";"49,4838";"80,4497";"103,2231";"120,4146";"213,1923";"542,075";"691,4377";"509,0245";"399,9189";"363,6327";"317,9329";"278,4149";"239,3367";"222,5073";"211,1375";"178,0512";"155,0047";"132,8749";"125,7129";"110,0112";"104,9088";"103,2231";"98,2118";"88,4013";"82,0233";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/06/2023;;1;1;"300,82";"20,97";"109,23";17;5;1;1;1;;;"43,8086";"32,4373";"28,0501";"24,4389";"20,9743";"23,2673";"26,8307";"31,1653";"34,3722";"33,0787";"32,4373";"45,2088";"66,6798";"95,7324";"192,896";"288,4368";"300,8184";"269,5898";"194,9001";"146,5954";"103,2231";"63,7193";"95,7324";"286,2012";"258,6706";"174,1489";"116,9178";"94,0893";"80,4497";"71,9492";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/05/2023;;1;1;"208,07";"23,27";"62,39";5;26;1;1;1;;;"57,9125";"59,3497";"64,4559";"155,9471";"208,0656";"197,917";"156,8911";"90,0163";"76,5532";"68,1739";"61,5237";"57,1976";"48,0466";"43,8086";"40,3638";"37,667";"37,0012";"34,3722";"31,1653";"29,285";"28,0501";"26,8307";"24,4389";"25,0309";"25,0309";"23,2673";"23,8511";"34,3722";"56,4851";"57,9125";"52,9605";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/04/2023;;1;1;"277,31";"57,91";"140,97";19;13;1;1;1;;;"108,3029";"90,0163";"78,8847";"71,9492";"67,4257";"62,2532";"89,2078";"170,2708";"164,4994";"143,8215";"114,3141";"82,0233";"57,9125";"135,5889";"226,6826";"241,4642";"259,7568";"267,3959";"277,3074";"256,5018";"226,6826";"197,917";"171,238";"153,1248";"123,9398";"100,7088";"83,6053";"75,7803";"66,6798";"63,7193";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/03/2023;;1;1;"358,87";"78,88";"142,98";10;29;1;1;1;;;"104,9088";"97,3834";"98,2118";"128,3857";"181,9774";"211,1375";"236,1553";"239,3367";"298,5565";"358,8677";"259,7568";"201,9595";"168,3409";"127,493";"116,0481";"109,1561";"101,545";"91,6395";"82,8133";"79,6661";"99,0423";"90,0163";"85,994";"104,065";"124,8255";"117,7893";"108,3029";"87,5968";"78,8847";"119,5377";"123,0558";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/02/2023;;1;1;"507,71";"75,78";"188,41";3;19;;1;1;;;"129,2801";"142,9001";"507,7145";"292,9225";"252,1797";"291,7992";"294,0469";"258,6706";"160,6827";"139,2311";"195,9043";"169,3051";"148,4528";"127,493";"111,7269";"121,2932";"108,3029";"89,2078";"75,7803";"83,6053";"152,1871";"304,2202";"312,1989";"216,285";"185,9273";"145,6691";"134,6825";"123,9398";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83300200;2;01/01/2023;;1;1;"386,5";"74,24";"195,51";15;3;1;1;1;;;"116,9178";"86,7944";"74,2413";"105,7545";"162,5879";"147,5233";"129,2801";"107,4516";"90,0163";"80,4497";"125,7129";"240,3998";"283,9705";"255,4194";"386,5028";"305,3565";"266,3009";"356,4917";"360,0573";"349,3903";"309,9134";"264,1145";"246,8058";"245,7349";"196,91";"175,1222";"151,2512";"123,9398";"103,2231";"99,8746";"113,4499";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/12/2022;;1;1;"349,39";"64,46";"155,34";5;18;2;2;2;;;"190,8977";"205,0062";"161,6345";"197,917";"349,3903";"316,7838";"247,878";"232,9857";"206,0246";"186,9185";"171,238";"153,1248";"147,5233";"133,7779";"108,3029";"86,7944";"72,711";"64,4559";"71,1896";"119,5377";"151,2512";"123,0558";"99,8746";"82,0233";"66,6798";"71,1896";"89,2078";"140,1459";"212,1642";"197,917";"157,8366";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83300200;2;01/11/2022;;1;1;"180,01";"32,44";"67,44";1;22;;2;2;;;"180,0114";"161,6345";"156,8911";"90,0163";"78,8847";"69,6773";"72,711";"68,1739";"64,4559";"57,1976";"51,6622";"50,9331";"47,3325";"45,2088";"55,0677";"39,6847";"43,1132";"42,421";"41,0463";"37,667";"34,3722";"32,4373";"39,0088";"45,9136";"42,421";"35,0243";"40,3638";"84,3995";"94,9099";"120,4146";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83300200;2;01/10/2022;;1;1;"709,41";"48,05";"330,91";12;5;2;2;2;;;"65,9362";"62,2532";"58,6299";"53,6604";"48,0466";"66,6798";"210,1121";"263,0232";"165,4574";"275,0963";"568,9265";"709,4073";"563,5273";"540,7419";"512,9599";"512,9599";"490,7711";"524,8165";"494,667";"495,9675";"506,4055";"463,7425";"439,6591";"414,6986";"376,826";"352,9361";"281,7446";"212,1642";"176,0971";"172,2068";"178,0512";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
83300200;2;01/09/2022;;1;1;"298,56";"61,52";"104,14";13;25;2;2;2;;;"64,4559";"62,2532";"75,7803";"75,0097";"71,1896";"69,6773";"83,6053";"96,5569";"84,3995";"79,6661";"70,4323";"116,9178";"298,5565";"276,2012";"189,9007";"166,417";"146,5954";"116,0481";"90,0163";"85,994";"95,7324";"94,9099";"78,8847";"68,1739";"61,5237";"75,7803";"94,0893";"87,5968";"75,7803";"71,9492";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
83300200;2;01/08/2022;;1;1;"437,14";"42,42";"191,68";19;3;1;1;1;;;"43,8086";"43,8086";"42,421";"45,2088";"51,6622";"50,9331";"113,4499";"218,3537";"237,2144";"282,8569";"369,6135";"386,5028";"328,3269";"273,9925";"258,6706";"244,6653";"225,6367";"344,6782";"437,1449";"422,1441";"378,032";"294,0469";"187,9111";"147,5233";"87,5968";"72,711";"64,4559";"71,9492";"76,5532";"71,9492";"68,1739";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/07/2022;;1;1;"238,27";"43,81";"82,87";1;27;1;1;1;;;"238,2749";"177,0734";"156,8911";"141,0623";"100,7088";"83,6053";"78,1053";"71,1896";"65,1949";"60,7966";"59,3497";"76,5532";"85,994";"84,3995";"111,7269";"98,2118";"86,7944";"77,3282";"64,4559";"68,9245";"63,7193";"59,3497";"62,2532";"58,6299";"56,4851";"49,4838";"43,8086";"48,7637";"51,6622";"44,5071";"43,8086";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/06/2022;;1;1;"516,9";"160,68";"271,55";23;14;1;1;1;;;"247,878";"238,2749";"254,3382";"244,6653";"199,9354";"256,5018";"303,0851";"242,5299";"191,8962";"176,0971";"193,8974";"212,1642";"181,9774";"160,6827";"178,0512";"250,0262";"277,3074";"264,1145";"219,39";"194,9001";"194,9001";"351,753";"516,9037";"457,3702";"390,1491";"361,248";"369,6135";"375,6213";"349,3903";"291,7992";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/05/2022;;1;1;"1221,07";"37,0";"296,34";5;27;1;1;1;;;"74,2413";"89,2078";"248,9515";"901,0601";"1221,0702";"946,5855";"606,7378";"440,9177";"344,6782";"387,7172";"382,8661";"395,0256";"384,0772";"364,8267";"348,2106";"324,8519";"270,6886";"188,9052";"141,9803";"95,7324";"78,8847";"60,7966";"48,0466";"43,1132";"40,3638";"39,0088";"37,0012";"45,2088";"115,1802";"256,5018";"264,1145";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/04/2022;;1;1;"191,9";"43,81";"90,9";14;21;1;1;1;;;"85,1957";"78,1053";"70,4323";"66,6798";"76,5532";"83,6053";"78,8847";"71,1896";"91,6395";"164,4994";"143,8215";"129,2801";"174,1489";"191,8962";"177,0734";"143,8215";"110,0112";"83,6053";"75,0097";"68,1739";"43,8086";"54,3628";"71,9492";"82,8133";"54,3628";"51,6622";"48,0466";"44,5071";"49,4838";"62,2532";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
83300200;2;01/03/2022;;1;1;"256,5";"44,51";"142,07";26;1;1;1;1;;;"44,5071";"60,0719";"92,4541";"113,4499";"131,9736";"131,9736";"119,5377";"112,5875";"241,4642";"252,1797";"82,0233";"104,9088";"105,7545";"156,8911";"136,4969";"133,7779";"172,2068";"168,3409";"176,0971";"198,9255";"155,0047";"103,2231";"96,5569";"123,9398";"190,8977";"256,5018";"219,39";"167,3782";"134,6825";"120,4146";"100,7088";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/02/2022;;1;1;"104,91";"30,53";"50,07";1;17;;1;1;;;"104,9088";"78,8847";"56,4851";"36,3388";"40,3638";"57,9125";"69,6773";"82,0233";"78,8847";"68,1739";"56,4851";"45,9136";"41,732";"37,667";"33,7237";"32,4373";"30,5348";"37,0012";"41,0463";"35,6798";"30,5348";"38,3362";"43,1132";"48,0466";"48,7637";"44,5071";"42,421";"40,3638";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
83300200;2;01/01/2022;;1;1;"180,99";"13,52";"49,98";30;27;1;1;1;;;"29,285";"28,0501";"25,6268";"27,4385";"27,4385";"68,1739";"82,8133";"67,4257";"54,3628";"48,0466";"50,2069";"37,667";"32,4373";"28,6657";"26,8307";"31,7995";"52,3942";"58,6299";"43,8086";"35,6798";"29,285";"26,8307";"22,6877";"17,6662";"16,6003";"15,5536";"13,5201";"55,7752";"155,0047";"180,9937";"158,7838";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
83300200;2;01/12/2021;;1;1;"56,49";"23,27";"35,5";24;5;1;1;1;;;"36,3388";"33,0787";"28,0501";"24,4389";"23,2673";"45,9136";"48,0466";"43,8086";"41,732";"37,0012";"34,3722";"30,5348";"28,0501";"25,0309";"29,285";"31,1653";"29,908";"29,285";"25,6268";"25,0309";"23,8511";"44,5071";"53,6604";"56,4851";"50,2069";"43,8086";"37,667";"38,3362";"38,3362";"33,0787";"30,5348";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
