Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:2749041


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2749041;1;01/02/2025;1;"74,5";"295,9";16;19;1;1;1;;0;"11,9";"20,9";"0,1";"1,2";"1,8";"5,1";"3,6";"0,0";"1,7";"0,1";"0,0";"0,0";"19,5";"17,5";"0,0";"74,5";"15,9";"28,2";"2,8";"1,1";"0,0";"37,9";"0,0";"0,0";"0,0";"0,0";"31,5";"20,6";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2749041;1;01/01/2025;1;"78,0";"190,4";28;19;1;1;1;;0;"12,0";"0,5";"2,2";"0,0";"0,0";"0,1";"0,0";"0,0";"1,2";"0,0";"0,6";"0,4";"5,8";"0,0";"0,0";"4,2";"0,0";"0,0";"1,5";"0,0";"8,1";"0,0";"8,9";"0,1";"48,7";"0,0";"1,7";"78,0";"2,2";"1,3";"12,9";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/12/2024;1;"53,7";"223,4";30;21;1;1;1;;0;"1,3";"7,0";"1,1";"1,4";"0,0";"0,2";"25,0";"17,6";"29,7";"13,3";"1,5";"0,0";"1,3";"20,0";"0,1";"0,0";"0,2";"0,0";"0,2";"34,0";"0,0";"0,0";"1,8";"0,3";"12,9";"0,0";"0,0";"0,0";"0,0";"53,7";"0,8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/11/2024;1;"20,1";"110,8";21;18;1;1;1;;0;"0,0";"1,3";"8,2";"15,0";"1,6";"1,5";"17,1";"2,9";"0,0";"0,0";"0,0";"0,3";"0,1";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"11,3";"20,1";"0,4";"12,2";"4,0";"0,0";"0,0";"0,0";"14,0";"0,3";"0,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/10/2024;1;"42,0";"142,8";11;16;1;1;1;;0;"0,0";"5,1";"33,0";"3,4";"0,1";"0,0";"0,0";"0,0";"6,5";"26,7";"42,0";"3,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";"0,4";"3,0";"1,3";"12,0";"0,0";"0,0";"0,0";"0,1";"0,6";"3,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/09/2024;1;"43,3";"135,5";14;12;1;1;1;;0;"0,0";"0,0";"0,0";"8,7";"0,0";"0,0";"0,0";"0,2";"0,0";"0,0";"0,0";"0,0";"7,0";"43,3";"10,7";"22,0";"4,8";"0,2";"0,2";"11,5";"23,7";"0,0";"0,0";"0,0";"0,0";"0,0";"3,2";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/08/2024;1;"20,8";"30,3";24;7;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,4";"0,0";"0,1";"6,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,3";"0,0";"0,0";"20,8";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,1";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/07/2024;1;"75,7";"260,6";7;13;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"7,6";"75,7";"37,6";"0,0";"29,0";"0,1";"54,9";"0,0";"26,7";"6,4";"7,0";"1,7";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,3";"1,9";"0,7";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/06/2024;1;"43,0";"131,9";25;13;1;1;1;;0;"0,0";"0,0";"0,0";"0,4";"0,1";"0,0";"0,2";"0,0";"0,0";"0,1";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"19,1";"20,7";"2,8";"13,0";"1,9";"0,1";"0,0";"0,0";"43,0";"29,7";"0,8";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/05/2024;1;"81,9";"276,9";19;19;1;1;1;;0;"0,0";"0,0";"24,6";"17,5";"2,2";"0,0";"0,0";"0,1";"0,3";"11,3";"0,1";"0,0";"0,5";"17,8";"0,4";"0,4";"2,6";"21,6";"81,9";"1,0";"0,0";"0,0";"0,0";"61,9";"0,1";"0,0";"6,2";"26,4";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/04/2024;1;"59,0";"133,6";15;8;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"59,0";"3,2";"15,0";"21,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"15,6";"7,0";"0,0";"4,8";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/03/2024;1;"38,4";"101,6";17;12;1;1;1;;0;"3,0";"0,0";"0,0";"11,6";"8,4";"1,0";"2,8";"0,0";"4,21";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"38,4";"2,2";"0,8";"0,0";"0,0";"11,2";"0,0";"1,6";"0,0";"0,0";"0,0";"0,0";"0,0";"16,4";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/02/2024;1;"62,0";"213,3";14;9;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"62,0";"46,8";"8,0";"5,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,2";"0,0";"42,4";"3,3";"1,0";"40,6";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
2749041;1;01/01/2024;1;"52,0";"207,4";26;13;1;1;1;;0;"0,0";"0,0";"29,0";"3,0";"12,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"13,4";"0,0";"0,0";"5,6";"8,2";"0,0";"0,0";"4,2";"37,4";"0,0";"0,0";"0,0";"0,0";"4,0";"52,0";"0,0";"0,0";"0,0";"32,4";"4,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/12/2023;1;;"153,8";;;0;1;0;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;;"153,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/11/2023;1;"153,8";"550,4";18;11;1;1;1;;0;"2,6";"11,8";"39,2";"22,2";"0,0";"0,0";"0,0";"0,0";"0,0";"3,0";"0,0";"0,0";"0,0";"0,0";"39,2";"69,0";"86,0";"153,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"89,6";"34,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/10/2023;1;"82,8";"482,0";12;10;1;1;1;;0;"18,0";"0,0";"0,0";"50,0";"0,0";"0,0";"0,0";"76,8";"58,0";"0,0";"0,0";"82,8";"0,0";"15,0";"0,0";"0,0";"55,2";"3,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"82,6";"0,0";"40,6";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/09/2023;1;"52,0";"216,8";4;10;1;1;1;;0;"0,0";"0,0";"11,0";"52,0";"26,6";"0,0";"0,0";"3,6";"0,0";"0,0";"0,0";"0,0";"0,0";"30,8";"0,0";"4,6";"0,0";"0,0";"3,8";"9,6";"0,0";"0,0";"0,0";"0,0";"0,0";"34,0";"40,8";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/08/2023;1;"20,8";"78,2";11;6;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"6,2";"16,0";"20,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"10,0";"0,0";"0,0";"0,0";"4,6";"0,0";"20,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/07/2023;1;"68,2";"157,8";13;7;1;1;1;;0;"0,0";"0,0";"6,8";"0,0";"0,0";"0,0";"0,0";"26,8";"0,0";"0,0";"13,6";"0,0";"68,2";"17,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,6";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"17,6";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/06/2023;1;"48,4";"123,0";16;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"29,6";"0,0";"0,0";"0,0";"48,4";"0,0";"0,0";"0,0";"0,0";"0,0";"16,2";"0,0";"28,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/05/2023;1;"62,0";"92,6";4;4;1;1;1;;0;"0,0";"0,0";"3,0";"62,0";"6,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"20,8";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/04/2023;1;"37,0";"93,2";8;5;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"37,0";"0,0";"0,0";"0,0";"0,0";"0,0";"26,2";"0,0";"0,0";"10,8";"15,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,8";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/03/2023;1;"41,8";"146,6";9;12;1;1;1;;0;"0,0";"0,0";"2,4";"12,8";"0,0";"5,0";"7,4";"3,0";"41,8";"0,0";"0,0";"5,2";"0,0";"0,0";"0,0";"21,2";"0,0";"0,0";"9,4";"0,0";"0,0";"0,0";"2,8";"0,0";"0,0";"6,0";"0,0";"0,0";"29,6";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/02/2023;1;"74,6";"174,2";3;8;1;1;1;;0;"2,4";"0,0";"74,6";"8,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"21,4";"0,0";"0,0";"0,0";"0,0";"5,6";"38,6";"7,6";"0,0";"15,8";"0,0";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2749041;1;01/01/2023;1;"87,4";"285,4";11;11;1;1;1;;0;"0,0";"0,0";"0,0";"74,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"87,4";"0,0";"39,8";"0,0";"36,2";"0,0";"19,8";"1,8";"1,2";"10,6";"0,0";"8,6";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"2,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/08/2022;1;"41,0";"168,6";18;8;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"2,6";"0,0";"36,8";"20,8";"0,0";"38,2";"7,6";"0,0";"0,0";"0,0";"0,0";"0,0";"14,8";"41,0";"6,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/07/2022;1;"11,2";"23,8";12;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,2";"0,0";"0,0";"4,0";"4,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,4";"0,0";"0,0";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/06/2022;1;"44,8";"189,2";22;9;1;1;1;;0;"5,0";"28,0";"2,2";"0,0";"0,0";"23,2";"10,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"29,0";"0,0";"0,0";"0,0";"44,8";"37,0";"9,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/05/2022;1;"79,6";"319,2";3;8;1;1;1;;0;"13,0";"2,8";"79,6";"78,8";"75,2";"0,0";"0,0";"0,0";"0,0";"0,0";"4,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"27,0";"38,8";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/04/2022;1;"39,8";"108,6";12;8;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"7,8";"0,0";"0,0";"1,6";"34,6";"0,0";"0,0";"39,8";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,4";"15,2";"0,0";"0,0";"0,0";"0,0";"0,0";"6,0";"2,2";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/03/2022;1;"36,2";"278,0";9;17;1;1;1;;0;"5,4";"1,8";"17,2";"0,0";"0,0";"29,0";"12,6";"6,2";"36,2";"0,0";"4,0";"7,4";"4,6";"8,0";"32,6";"26,6";"23,0";"0,0";"29,6";"0,0";"0,0";"0,0";"0,0";"0,0";"26,6";"0,0";"0,0";"0,0";"0,0";"0,0";"7,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/02/2022;1;"31,6";"75,0";5;7;1;1;1;;0;"0,0";"0,0";"0,0";"2,4";"31,6";"15,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"4,4";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";"0,0";"0,0";"12,0";"0,0";"7,2";"0,0";"0,0";"0,0";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
2749041;1;01/01/2022;1;"29,8";"84,3";4;12;1;1;1;;0;"0,0";"0,0";"0,0";"29,8";"9,4";"0,1";"0,0";"0,0";"0,0";"3,8";"0,0";"0,0";"0,0";"0,0";"3,8";"6,6";"11,2";"1,4";"0,0";"2,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"7,4";"3,6";"5,2";"0,0";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/12/2021;1;;;;;0;0;0;;0;;"1,0";"0,0";"0,0";"0,0";"25,8";"0,0";"0,0";"0,0";"0,0";"0,0";"8,0";"0,0";"0,0";"12,0";"0,0";"1,2";"0,0";"0,0";"1,2";"0,0";"57,2";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"1,2";"0,0";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/11/2021;1;;"114,6";;;0;1;0;;0;"0,0";"27,0";"0,0";"9,6";"0,0";"0,0";"9,2";"4,8";"0,0";"1,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";;"52,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"11,0";"0,0";"0,0";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/10/2021;1;"29,4";"144,5";16;;1;1;0;;0;"28,3";"0,0";"0,0";"0,0";"7,4";"0,0";"6,6";;"15,9";"0,0";"0,0";"10,2";"0,0";"0,0";"0,0";"29,4";"1,2";"23,8";"0,0";"0,0";"0,5";"0,0";"0,0";"17,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,8";1;1;1;1;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
2749041;1;01/09/2021;1;"76,4";"222,8";17;11;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"17,0";"0,0";"1,8";"4,2";"21,0";"0,0";"0,0";"0,0";"0,0";"27,8";"17,2";"0,0";"76,4";"13,8";"0,0";"27,4";"0,0";"0,0";"0,0";"2,4";"0,0";"0,0";"0,0";"0,0";"13,8";"0,0";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
2749041;1;01/08/2021;1;"26,2";"35,8";11;4;1;1;1;;0;"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"26,2";"0,0";"2,0";"4,4";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"0,0";"3,2";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
